id,transformers,date_id,month,is_weekend,time,L1,L2,L3,L4,L5,L6,y
M1_D00008_16_30,M1,D00008,2,0,16:30,12.2575,8.4752,3.8078,1.5413,0.5686,0.5183,7.2811
M1_D00008_17_00,M1,D00008,2,0,17:00,12.1233,8.2976,3.8228,1.5078,0.4795,0.5185,7.1757
M1_D00008_17_30,M1,D00008,2,0,17:30,11.9891,8.2091,3.7616,1.4742,0.4619,0.4725,6.5075
M1_D00008_18_00,M1,D00008,2,0,18:00,12.8602,8.9908,3.8995,1.6412,0.6045,0.4574,6.5429
M1_D00008_18_30,M1,D00008,2,0,18:30,14.334000000000001,10.1631,4.1883,1.9759,0.8881,0.47200000000000003,6.928999999999999
M1_D00008_19_00,M1,D00008,2,0,19:00,14.7696,10.4297,4.3103,2.1097,0.8353,0.48700000000000004,7.1054
M1_D00008_19_30,M1,D00008,2,0,19:30,14.8369,10.5367,4.3101,2.043,0.8173,0.4721,7.5273
M1_D00008_20_00,M1,D00008,2,0,20:00,14.9039,10.6429,4.2647,2.0761,0.8352,0.4872,7.0701
M1_D00008_20_30,M1,D00008,2,0,20:30,14.7697,10.5897,4.1884,2.0764,0.871,0.4873,7.351
M1_D00008_21_00,M1,D00008,2,0,21:00,13.9657,10.1278,3.9449,2.0765,0.8353,0.4874,7.316
M1_D00008_21_30,M1,D00008,2,0,21:30,13.1951,9.5417,3.625,1.8753,0.7287,0.4871,7.3512
M1_D00008_22_00,M1,D00008,2,0,22:00,12.2908,8.9553,3.2748,1.8084,0.7643,0.4871,7.3511
M1_D00008_22_30,M1,D00008,2,0,22:30,11.1193,8.1021,3.0159,1.6077,0.6224,0.5026,6.9643
M1_D00008_23_00,M1,D00008,2,0,23:00,10.2149,7.4271,2.7871,1.4405,0.5159,0.5185,6.8235
M1_D00008_23_30,M1,D00008,2,0,23:30,9.1764,6.752000000000001,2.483,1.2064,0.3379,0.4872,7.1053
M1_D00010_00_00,M1,D00010,12,0,0:00,16.1423,10.8562,5.2392,5.0574,2.8611,1.4624,4.4322
M1_D00010_00_30,M1,D00010,12,0,0:30,14.5351,9.7014,5.1935,4.8229,2.3104,1.3099,4.1859
M1_D00010_01_00,M1,D00010,12,0,1:00,15.841,10.9627,5.1633,4.957,2.8433,1.3555,4.1859
M1_D00010_01_30,M1,D00010,12,0,1:30,15.4721,10.2349,4.8433,4.7894,2.6653,1.2798,4.2916
M1_D00010_02_00,M1,D00010,12,0,2:00,15.6066,10.3232,4.9497,4.7227,2.6655,1.2338,3.9747
M1_D00010_02_30,M1,D00010,12,0,2:30,16.8122,11.7802,4.9955,5.5594,3.6247,1.3105,3.9043
M1_D00010_03_00,M1,D00010,12,0,3:00,15.3381,10.7137,4.7978,4.99,2.6477,1.2643,3.6583
M1_D00010_03_30,M1,D00010,12,0,3:30,17.012999999999998,11.514000000000001,4.8433,5.7268,3.1272,1.4169,4.1157
M1_D00010_04_00,M1,D00010,12,0,4:00,15.2715,10.0921,5.1325,4.8234,2.4878,1.4166,4.6085
M1_D00010_04_30,M1,D00010,12,0,4:30,17.012999999999998,11.6559,5.0412,5.3582,3.0565,1.2796,4.4671
M1_D00010_05_00,M1,D00010,12,0,5:00,17.1136,11.4784,5.3153,5.2917,2.9497,1.4773,4.573
M1_D00010_05_30,M1,D00010,12,0,5:30,17.0133,11.425,5.5592,5.6265,2.7717,1.4317,4.7486
M1_D00010_06_00,M1,D00010,12,0,6:00,16.3434,10.3411,5.9248,4.9902,2.5233,1.4162,4.3617
M1_D00010_06_30,M1,D00010,12,0,6:30,17.4153,10.9801,6.077000000000001,4.9566,2.6298,1.4469,4.6785
M1_D00010_07_00,M1,D00010,12,0,7:00,15.9746,9.6301,6.1531,4.12,1.6166,1.4472,4.9599
M1_D00010_07_30,M1,D00010,12,0,7:30,15.1375,8.7415,6.2292,3.2152,1.1016,1.3856,4.8899
M1_D00010_08_00,M1,D00010,12,0,8:00,9.9469,6.0766,3.6707,3.3829,1.4040000000000001,1.0815,5.2764
M1_D00010_08_30,M1,D00010,12,0,8:30,7.7365,3.6603,3.5028,3.1146,1.7239,1.0513,4.3968
M1_D00010_09_00,M1,D00010,12,0,9:00,-1.406,-5.1877,3.3962,3.1817,1.2973,1.234,4.1857
M1_D00010_09_30,M1,D00010,12,0,9:30,-4.8893,-8.2081,3.2749,3.4496,1.6167,1.1735,3.8689999999999998
M1_D00010_10_00,M1,D00010,12,0,10:00,-7.3342,-10.4469,3.0158,3.3158,1.6528,0.9901,3.9395
M1_D00010_10_30,M1,D00010,12,0,10:30,-8.774,-12.4011,3.0916,3.4164,1.6347,0.914,4.5025
M1_D00010_11_00,M1,D00010,12,0,11:00,-11.3197,-14.2669,3.0615,3.0476,1.5815,0.8683,4.2562
M1_D00010_11_30,M1,D00010,12,0,11:30,-13.2285,-15.9015,2.4366,2.5116,0.871,0.67,3.9043
M1_D00010_12_00,M1,D00010,12,0,12:00,-13.3955,-15.9549,2.2849,2.8133,1.173,0.7015,3.9746
M1_D00010_12_30,M1,D00010,12,0,12:30,-13.7642,-16.5237,2.4518,3.2486,1.6883,0.8988,4.1501
M1_D00010_13_00,M1,D00010,12,0,13:00,-14.1661,-16.2921,1.9495,3.3825,1.7586,0.625,4.8891
M1_D00010_13_30,M1,D00010,12,0,13:30,-13.63,-15.2799,1.5230000000000001,3.0815,1.8482,0.6099,5.0654
M1_D00010_14_00,M1,D00010,12,0,14:00,-10.918,-12.9347,1.5688,2.4782,1.3858,0.6099,5.1706
M1_D00010_14_30,M1,D00010,12,0,14:30,-8.1377,-10.1809,2.148,2.311,0.7643,0.7771,4.7136
M1_D00010_15_00,M1,D00010,12,0,15:00,-2.8803,-5.4362,2.5284,1.4074,0.4977,0.8224,4.6435
M1_D00010_15_30,M1,D00010,12,0,15:30,2.2777,1.9545,1.2493,0.7373,0.2848,0.3357,4.6434
M1_D00010_16_00,M1,D00010,12,0,16:00,5.2248,3.6074,1.5687,1.0051,0.2666,0.3815,4.8186
M1_D00010_16_30,M1,D00010,12,0,16:30,7.0666,5.3309,1.9952,1.2062,1.0485,0.3054,5.6982
M1_D00010_17_00,M1,D00010,12,0,17:00,9.344,6.0414,3.2138,1.7416,0.7288,0.5332,5.7689
M1_D00010_17_30,M1,D00010,12,0,17:30,9.6785,6.1122,3.5794,1.8083,0.6222,0.6701,5.558
M1_D00010_18_00,M1,D00010,12,0,18:00,9.8464,6.1653,3.5488,1.5078,0.5335,0.594,5.5224
M1_D00010_18_30,M1,D00010,12,0,18:30,9.7455,6.3435,3.3810000000000002,1.5071,0.4798,0.6247,5.5571
M1_D00010_19_00,M1,D00010,12,0,19:00,10.2484,6.3609,3.7771,1.6743,0.515,0.7314,5.6277
M1_D00010_19_30,M1,D00010,12,0,19:30,10.1144,6.3076,3.7466,1.808,0.5514,0.8074,5.3816
M1_D00010_20_00,M1,D00010,12,0,20:00,9.7792,6.1476,4.0059,1.8755,0.498,0.8534,5.3817
M1_D00010_20_30,M1,D00010,12,0,20:30,9.578,5.8637,3.4422,1.5407,0.3376,0.8682,5.2762
M1_D00010_21_00,M1,D00010,12,0,21:00,9.411,5.5791,3.4416,1.6745,0.1785,0.9142,4.7486
M1_D00010_21_30,M1,D00010,12,0,21:30,8.5739,5.5265,3.3508,2.2102,0.605,0.96,4.8894
M1_D00010_22_00,M1,D00010,12,0,22:00,9.8461,6.9833,3.1375,2.3444,0.9951,0.8223,4.8895
M1_D00010_22_30,M1,D00010,12,0,22:30,10.850999999999999,7.9604,2.7413,2.9809,1.28,0.9444,5.171
M1_D00010_23_00,M1,D00010,12,0,23:00,10.1811,7.4982,2.8935,3.3826,1.8658,0.9145,4.8544
M1_D00010_23_30,M1,D00010,12,0,23:30,11.755,8.7954,3.1984,3.7179,2.2214,0.9445,4.5729
M1_D00012_00_00,M1,D00012,9,1,0:00,9.7123,7.5337,1.9649,0.905,-0.6925,0.7463,10.0597
M1_D00012_00_30,M1,D00012,9,1,0:30,8.0384,6.4142,1.7516,-0.3346,-1.4924,0.6091,9.7439
M1_D00012_01_00,M1,D00012,9,1,1:00,9.0423,7.0717,1.7821,-0.0332,-1.0838,0.7615,9.814
M1_D00012_01_30,M1,D00012,9,1,1:30,9.9469,8.0486,1.7211,0.9046,-0.1418,0.7614,9.9896
M1_D00012_02_00,M1,D00012,9,1,2:00,8.0378,6.1479,1.8283,0.3016,-1.0835,0.8224,9.884
M1_D00012_02_30,M1,D00012,9,1,2:30,8.4733,6.343,1.7823,0.2348,-0.9591,0.8228,9.7084
M1_D00012_03_00,M1,D00012,9,1,3:00,8.7073,6.2899,1.9343,0.6032,-1.2966,0.8682,9.6731
M1_D00012_03_30,M1,D00012,9,1,3:30,9.4445,7.4268,2.1479,0.8042,-0.5505,0.9141,9.1098
M1_D00012_04_00,M1,D00012,9,1,4:00,8.5402,6.3788,2.1019,0.5364,-0.3549,0.9294,9.0751
M1_D00012_04_30,M1,D00012,9,1,4:30,8.8748,6.8585,2.0107,0.3016,-1.3858,0.9443,9.5671
M1_D00012_05_00,M1,D00012,9,1,5:00,8.0719,5.8634,2.1783,-0.2677,-1.7411,0.9292,9.777999999999999
M1_D00012_05_30,M1,D00012,9,1,5:30,7.8708,5.6504,2.5281,-0.0668,-2.2562,0.9596,9.8489
M1_D00012_06_00,M1,D00012,9,1,6:00,8.9084,5.7395,2.8333,-1.0048,-2.0609,0.9597,9.7783
M1_D00012_06_30,M1,D00012,9,1,6:30,8.6736,5.5615,2.7872,-0.067,-1.8835,0.9905,9.8489
M1_D00012_07_00,M1,D00012,9,1,7:00,6.8659,4.0868,2.7113,-0.1671,-1.4213,1.0973,9.919
M1_D00012_07_30,M1,D00012,9,1,7:30,6.0618,3.1808,2.802,-0.1671,-2.2032,1.1124,10.025
M1_D00012_08_00,M1,D00012,9,1,8:00,4.6223,2.186,2.7722,-0.2678,-2.1319,1.1579,10.1303
M1_D00012_08_30,M1,D00012,9,1,8:30,4.2537,1.8129,2.5436,-0.4354,-1.972,1.0661,9.3565
M1_D00012_09_00,M1,D00012,9,1,9:00,3.4160000000000004,0.6754,2.6041,-0.4688,-1.8654,1.0818,8.618
M1_D00012_09_30,M1,D00012,9,1,9:30,3.0476,-0.0531,2.7874,-0.1675,-1.6525,1.0514,9.2864
M1_D00012_10_00,M1,D00012,9,1,10:00,5.3589,2.2030000000000003,3.0464,-0.2677,-1.9541,1.0209,9.7076
M1_D00012_10_30,M1,D00012,9,1,10:30,5.8611,2.3634,3.3962,-0.2341,-1.7407,1.1122,7.5621
M1_D00012_11_00,M1,D00012,9,1,11:00,3.8519,0.5687,2.9853,-0.3684,-2.2385,1.0971,7.9149
M1_D00012_11_30,M1,D00012,9,1,11:30,2.7796,-0.1062,2.6504,-1.2055,-2.8956,1.0817,9.2158
M1_D00012_12_00,M1,D00012,9,1,12:00,3.4161,0.6396,2.4216,-1.0047,-2.86,1.0512,9.4266
M1_D00012_12_30,M1,D00012,9,1,12:30,3.8518,1.492,2.4679,-0.8707,-2.611,1.0363,7.8786
M1_D00012_13_00,M1,D00012,9,1,13:00,1.9757,-0.3016,2.3764,-0.6363,-2.2742,0.9903,7.8089
M1_D00012_13_30,M1,D00012,9,1,13:30,1.5741,-1.1721,2.4218,-0.6696,-1.7234,1.0819,9.4974
M1_D00012_14_00,M1,D00012,9,1,14:00,3.2821,0.3735,2.2544,-0.4689,-1.9363,1.0358,10.4465
M1_D00012_14_30,M1,D00012,9,1,14:30,2.7128,0.2844,2.1173,-0.6697,-2.0432,0.929,10.5878
M1_D00012_15_00,M1,D00012,9,1,15:00,2.679,0.6579,2.0869,-0.9378,-2.4163,0.899,10.4469
M1_D00012_15_30,M1,D00012,9,1,15:30,2.3445,0.2312,2.0868,-1.5408,-2.6829,0.8987,10.5879
M1_D00012_16_00,M1,D00012,9,1,16:00,3.0477,0.4266,2.5283,-1.5741,-2.5405,0.945,10.5879
M1_D00012_16_30,M1,D00012,9,1,16:30,5.894,2.9671,2.8633,-1.5071,-2.8422,0.9144,10.4468
M1_D00012_17_00,M1,D00012,9,1,17:00,7.0335,4.1397,2.9546,-1.8412,-2.9848,0.8376,10.3768
M1_D00012_17_30,M1,D00012,9,1,17:30,6.4974,3.7139,2.7723,-2.2431,-3.3224,0.838,10.2359
M1_D00012_18_00,M1,D00012,9,1,18:00,6.3296,3.7671,2.5286,-2.5780000000000003,-3.7486,0.807,9.8845
M1_D00012_18_30,M1,D00012,9,1,18:30,6.6312,3.9985,2.5594,-2.5112,-3.6060000000000003,0.7165,9.6734
M1_D00012_19_00,M1,D00012,9,1,19:00,6.9329,4.2646,2.6198,-2.2769999999999997,-3.4289,0.8221,9.2859
M1_D00012_19_30,M1,D00012,9,1,19:30,6.564,4.1221,2.4216,-2.3775,-3.429,0.6703,9.1805
M1_D00012_20_00,M1,D00012,9,1,20:00,6.3968,3.9269,2.498,-2.1427,-3.3222,0.7769,8.3713
M1_D00012_20_30,M1,D00012,9,1,20:30,6.3295,3.8555,2.4067,-2.4775,-3.589,0.8226,8.3013
M1_D00012_21_00,M1,D00012,9,1,21:00,7.435,5.2417,2.102,-1.6407,-2.8247,0.746,8.2658
M1_D00012_21_30,M1,D00012,9,1,21:30,7.9041,6.1125,1.9499,-0.6361,-2.1141,0.7462,7.702999999999999
M1_D00012_22_00,M1,D00012,9,1,22:00,8.8082,6.2012,2.0406,-0.636,-1.6878,0.7464,6.7537
M1_D00012_22_30,M1,D00012,9,1,22:30,9.0759,6.8055,2.0101,-0.3347,-2.1318,0.7923,6.1558
M1_D00012_23_00,M1,D00012,9,1,23:00,10.7506,8.4578,1.9039,0.5361,-0.7102,0.7614,6.8944
M1_D00012_23_30,M1,D00012,9,1,23:30,10.985,8.8845,1.8581,0.5362,-0.4791,0.7311,8.5828
M1_D00014_00_00,M1,D00014,3,0,0:00,15.3385,11.0871,4.371,5.9953,3.8557,1.1573,10.5524
M1_D00014_00_30,M1,D00014,3,0,0:30,14.5351,10.3054,4.4015,5.5256,3.9629,1.1876,10.6229
M1_D00014_01_00,M1,D00014,3,0,1:00,14.1331,9.8078,4.3712,5.727,4.0157,1.1424,10.8335
M1_D00014_01_30,M1,D00014,3,0,1:30,13.4633,9.3104,4.3564,5.1576,3.3051,1.1422,10.4468
M1_D00014_02_00,M1,D00014,3,0,2:00,12.8266,8.0494,4.4014,4.2871,2.2033,1.234,10.4469
M1_D00014_02_30,M1,D00014,3,0,2:30,13.798,8.9374,4.3408,4.8564,2.6295,1.0817,10.5874
M1_D00014_03_00,M1,D00014,3,0,3:00,12.9275,8.4041,4.6304,4.1199,2.3457,1.1118,10.6222
M1_D00014_03_30,M1,D00014,3,0,3:30,14.3336,9.5773,4.3259,4.8229,3.0564,1.2339,10.5871
M1_D00014_04_00,M1,D00014,3,0,4:00,14.1333,9.381,4.7518,4.9567,2.9136,1.4319,10.2357
M1_D00014_04_30,M1,D00014,3,0,4:30,14.3342,9.4346,4.8889,5.2578,3.1626,1.432,10.2711
M1_D00014_05_00,M1,D00014,3,0,5:00,15.7072,11.744000000000002,3.7624,6.3631,4.3179,1.1125,10.3411
M1_D00014_05_30,M1,D00014,3,0,5:30,15.2715,12.3305,2.5588,6.0951,4.2294,0.853,10.552
M1_D00014_06_00,M1,D00014,3,0,6:00,14.8701,11.833,2.9851,4.8905,3.2519,0.8074,10.5172
M1_D00014_06_30,M1,D00014,3,0,6:30,13.0948,9.4351,3.1677,4.0191,2.4343,0.9598,10.3063
M1_D00014_07_00,M1,D00014,3,0,7:00,11.6548,7.8713,3.427,5.2243,2.8786,1.0819,10.5172
M1_D00014_07_30,M1,D00014,3,0,7:30,7.4019,4.4778,3.427,4.8225,3.3228,1.1422,11.2562
M1_D00014_08_00,M1,D00014,3,0,8:00,1.7754,-1.0656,3.0309,4.723,2.6474,1.3709,11.3615
M1_D00014_08_30,M1,D00014,3,0,8:30,-2.3771,-5.5789,2.7568,3.6506,2.4877,1.1123,11.6429
M1_D00014_09_00,M1,D00014,3,0,9:00,-7.702000000000001,-10.4118,2.8786,3.4161,1.8656,1.2796,11.1503
M1_D00014_09_30,M1,D00014,3,0,9:30,-10.08,-13.148,2.7418,3.8516,2.15,1.2790000000000001,12.0995
M1_D00014_10_00,M1,D00014,3,0,10:00,-10.9179,-14.5513,3.0460000000000003,4.0193,2.3453,1.2495,11.8894
M1_D00014_10_30,M1,D00014,3,0,10:30,-12.4244,-16.1685,3.1833,4.0193,1.9012,1.2643,12.2403
M1_D00014_11_00,M1,D00014,3,0,11:00,-14.1995,-17.6248,3.1830000000000003,4.0861,2.399,1.3708,11.8537
M1_D00014_11_30,M1,D00014,3,0,11:30,-16.544,-19.7037,3.0157,3.9189,1.3503,1.4625,11.8186
M1_D00014_12_00,M1,D00014,3,0,12:00,-17.7498,-20.8234,2.7418,3.8852,1.2444,1.2642,11.5021
M1_D00014_12_30,M1,D00014,3,0,12:30,-17.5489,-20.3431,2.8939,4.3543,2.5233,1.2947,11.7833
M1_D00014_13_00,M1,D00014,3,0,13:00,-16.8118,-19.7748,2.5891,4.0191,1.7766,1.1121,12.0299
M1_D00014_13_30,M1,D00014,3,0,13:30,-15.5391,-18.7093,2.3911,3.7849,2.1324,1.1424,13.0146
M1_D00014_14_00,M1,D00014,3,0,14:00,-14.635,-17.2699,2.1625,3.6174,1.8659,1.0974,12.8739
M1_D00014_14_30,M1,D00014,3,0,14:30,-13.1948,-15.7419,2.3149,2.5788,0.9243,1.0972,13.0144
M1_D00014_15_00,M1,D00014,3,0,15:00,-11.2524,-13.5565,2.4216,2.2105,0.5695,1.1885,13.1552
M1_D00014_15_30,M1,D00014,3,0,15:30,-8.5396,-11.2289,2.5736,2.177,0.7109,1.2946,13.3665
M1_D00014_16_00,M1,D00014,3,0,16:00,-4.956,-6.3071,2.513,2.8801,1.7414,1.1422,13.437000000000001
M1_D00014_16_30,M1,D00014,3,0,16:30,-0.3011,-2.8784,2.7569,2.612,1.1907,1.051,13.4361
M1_D00014_17_00,M1,D00014,3,0,17:00,3.2824,0.1777,3.0611,2.0428,0.9417,1.0059,13.6826
M1_D00014_17_30,M1,D00014,3,0,17:30,5.5258,2.4341,2.9853,1.9759,0.7996,0.9448,13.4719
M1_D00014_18_00,M1,D00014,3,0,18:00,6.4637,3.8029,2.6195,1.7747,0.7822,0.747,12.6278
M1_D00014_18_30,M1,D00014,3,0,18:30,7.0334,4.4424,2.5586,1.9422,0.8708,0.7314,11.9236
M1_D00014_19_00,M1,D00014,3,0,19:00,7.8373,4.8509,3.2294,1.8424,0.4088,0.8379,11.397
M1_D00014_19_30,M1,D00014,3,0,19:30,7.6365,4.709,3.0615,1.541,0.4086,0.8379,11.0797
M1_D00014_20_00,M1,D00014,3,0,20:00,7.3349,4.3532,3.214,1.4407,0.3376,0.8222,10.7633
M1_D00014_20_30,M1,D00014,3,0,20:30,7.1001,4.016,3.1073,1.5077,0.3378,0.9446,10.7633
M1_D00014_21_00,M1,D00014,3,0,21:00,8.9083,5.9168,2.8026,1.9086,0.3734,0.8988,10.3766
M1_D00014_21_30,M1,D00014,3,0,21:30,8.2394,5.8639,2.6197,2.3106,0.7642,0.8834,10.3415
M1_D00014_22_00,M1,D00014,3,0,22:00,10.2481,7.8538,2.5133,2.7798,1.5813,0.7766,10.1303
M1_D00014_22_30,M1,D00014,3,0,22:30,13.3964,11.2652,2.5436,5.526,3.9447,0.8228,9.988999999999999
M1_D00014_23_00,M1,D00014,3,0,23:00,13.7311,11.3185,2.4518,5.7604,4.353,0.7768,9.5674
M1_D00014_23_30,M1,D00014,3,0,23:30,13.0276,10.6785,2.2995,5.6264,4.0511,0.7469,9.462
M1_D00015_00_00,M1,D00015,2,0,0:00,11.2199,9.3457,1.874,0.8043,-0.266,0.5182,5.7339
M1_D00015_00_30,M1,D00015,2,0,0:30,11.1194,9.1858,1.7976,0.4022,-0.55,0.5177,6.0499
M1_D00015_01_00,M1,D00015,2,0,1:00,11.3537,9.0441,1.7976,0.6369,-0.7103,0.5479999999999999,5.593
M1_D00015_01_30,M1,D00015,2,0,1:30,10.9185,8.7771,1.7057,0.5029,-0.6574,0.5479999999999999,5.2062
M1_D00015_02_00,M1,D00015,2,0,2:00,11.2198,9.2037,1.7821,0.4024,-0.2485,0.5788,3.8337
M1_D00015_02_30,M1,D00015,2,0,2:30,10.3152,8.1196,1.736,0.2682,-1.0837,0.5488,2.8492
M1_D00015_03_00,M1,D00015,2,0,3:00,10.5833,8.7597,1.7366,0.7705,-0.87,0.5027,2.6032
M1_D00015_03_30,M1,D00015,2,0,3:30,10.1144,8.0842,1.7065,0.2011,-1.4922,0.5335,2.8844
M1_D00015_04_00,M1,D00015,2,0,4:00,9.1765,7.3559,1.8584,-0.5025,-1.7409,0.6247,2.2511
M1_D00015_04_30,M1,D00015,2,0,4:30,9.712,7.8888,1.9648,-0.7369,-1.5994,0.6096,2.4628
M1_D00015_05_00,M1,D00015,2,0,5:00,9.3773,7.3738,2.056,-0.1002,-1.4033,0.6402,3.6582
M1_D00015_05_30,M1,D00015,2,0,5:30,10.0472,7.782,2.1173,-0.0332,-1.4211,0.6097,4.2214
M1_D00015_06_00,M1,D00015,2,0,6:00,11.0185,8.3158,2.2999,0.0673,-1.6879,0.6097,3.5527
M1_D00015_06_30,M1,D00015,2,0,6:30,11.2199,8.0311,2.5587,-0.1673,-1.9723,0.6857,3.6226
M1_D00015_07_00,M1,D00015,2,0,7:00,11.8557,8.6883,3.2442,-0.1003,-1.4921,0.7007,4.08
M1_D00015_07_30,M1,D00015,2,0,7:30,11.9896,8.4931,3.503,0.2014,-1.4389,0.8221,4.4322
M1_D00015_08_00,M1,D00015,2,0,8:00,11.8889,7.871,3.1375,0.6368,-0.9415,0.7923,4.0451
M1_D00015_08_30,M1,D00015,2,0,8:30,9.8799,7.0009,3.0768,0.8045,-0.7282,0.8682,3.9747
M1_D00015_09_00,M1,D00015,2,0,9:00,8.7746,5.8813,3.0157,-0.033,-1.5458,0.8993,3.6584
M1_D00015_09_30,M1,D00015,2,0,9:30,7.5023,4.4773,2.909,-0.4355,-1.7415,0.7921,4.2563
M1_D00015_10_00,M1,D00015,2,0,10:00,7.3348,3.8205,3.1224,-0.6698,-1.1728,0.8831,4.888999999999999
M1_D00015_10_30,M1,D00015,2,0,10:30,7.0666,3.6248,3.5338,0.1006,-1.3678,0.8682,5.2413
M1_D00015_11_00,M1,D00015,2,0,11:00,4.6215,0.6046,3.3963,0.2683,-0.746,0.7006,5.6983
M1_D00015_11_30,M1,D00015,2,0,11:30,-1.2052,-4.1398,3.0312,-0.1005,-0.8348,0.7009,6.8239
M1_D00015_12_00,M1,D00015,2,0,12:00,-1.8411,-4.4063,2.6046,-0.1001,-1.6344,0.6709,7.3868
M1_D00015_12_30,M1,D00015,2,0,12:30,-0.4689,-3.6066,2.9703,0.637,-0.4974,1.0811,7.4922
M1_D00015_13_00,M1,D00015,2,0,13:00,6.1959,2.6119,3.0461,0.1009,-1.5811,1.2185,8.3363
M1_D00015_13_30,M1,D00015,2,0,13:30,5.8941,2.8964,3.2441,0.1678,-1.3149,1.1272,7.8094
M1_D00015_14_00,M1,D00015,2,0,14:00,5.1909,2.3457,3.3659,0.2012,-1.1727,1.2031,8.0555
M1_D00015_14_30,M1,D00015,2,0,14:30,4.7561,1.7233,2.9546,0.0335,-1.2965,1.0511,7.9141
M1_D00015_15_00,M1,D00015,2,0,15:00,3.9857,1.0135,3.1221,-0.1336,-1.5099,1.0662,8.3364
M1_D00015_15_30,M1,D00015,2,0,15:30,3.517,0.5151,3.1225,-0.5023,-1.7943,1.1121,9.4268
M1_D00015_16_00,M1,D00015,2,0,16:00,3.2152,0.462,2.4676,-1.0049,-1.8476,0.7314,10.0951
M1_D00015_16_30,M1,D00015,2,0,16:30,5.3252,3.0563,2.742,-1.1721,-2.2025,0.6859,10.2359
M1_D00015_17_00,M1,D00015,2,0,17:00,7.1002,4.1403,3.0917,-1.4403,-2.398,0.6706,9.9899
M1_D00015_17_30,M1,D00015,2,0,17:30,8.139,5.1528,3.0004,-1.5409,-2.5582,0.5335,10.5525
M1_D00015_18_00,M1,D00015,2,0,18:00,8.3058,5.4019,2.8937,-2.0758,-2.9846,0.5331,10.1659
M1_D00015_18_30,M1,D00015,2,0,18:30,9.1429,6.0413,3.0612,-1.8415,-2.8428,0.5028,9.0046
M1_D00015_19_00,M1,D00015,2,0,19:00,9.7791,6.4496,3.3054,-1.6740000000000002,-2.8067,0.5029,8.266
M1_D00015_19_30,M1,D00015,2,0,19:30,9.5112,6.4319,3.092,-1.4735,-2.4873,0.4568,8.196
M1_D00015_20_00,M1,D00015,2,0,20:00,8.3726,5.7038,2.9093,0.6703,0.196,0.4871,8.1255
M1_D00015_20_30,M1,D00015,2,0,20:30,8.4063,5.6501,2.7568,0.8377,-0.1596,0.4571,8.337
M1_D00015_21_00,M1,D00015,2,0,21:00,10.6838,8.0485,2.529,1.5074,0.7106,0.47200000000000003,8.371
M1_D00015_21_30,M1,D00015,2,0,21:30,10.617,8.209,2.3607,2.0098,0.9953,0.4722,8.5124
M1_D00015_22_00,M1,D00015,2,0,22:00,10.1145,8.0315,2.4067,2.8134,1.2263,0.5794,8.16
M1_D00015_22_30,M1,D00015,2,0,22:30,12.0234,9.4173,2.635,3.9522,2.3814,0.7613,8.0905
M1_D00015_23_00,M1,D00015,2,0,23:00,13.6976,9.7192,3.7014,4.1869,2.5589,1.0053,8.3012
M1_D00015_23_30,M1,D00015,2,0,23:30,14.8028,9.7194,4.8581,5.5934,3.0744,1.7821,8.5825
M1_D00018_00_00,M1,D00018,3,0,0:00,10.1142,8.1376,1.995,0.469,-0.7285,0.807,8.3361
M1_D00018_00_30,M1,D00018,3,0,0:30,10.248,8.4041,1.8583,1.072,-0.107,0.7917,7.9495
M1_D00018_01_00,M1,D00018,3,0,1:00,11.8559,9.8076,1.7819999999999998,1.541,-0.1419,0.7768,7.8795
M1_D00018_01_30,M1,D00018,3,0,1:30,11.1194,9.5593,1.8738,1.3067,0.0712,0.8222,7.1758
M1_D00018_02_00,M1,D00018,3,0,2:00,10.7842,9.0263,1.7062,0.6701,-0.3555,0.7162,6.4724
M1_D00018_02_30,M1,D00018,3,0,2:30,9.2098,7.6764,1.6141,0.1344,-0.9767,0.7463,6.3667
M1_D00018_03_00,M1,D00018,3,0,3:00,8.9755,7.3556,1.7056,0.0674,-0.9056,0.7611,6.1558
M1_D00018_03_30,M1,D00018,3,0,3:30,9.5783,7.8711,1.6905,0.4023,-1.0832,0.8074,5.7339
M1_D00018_04_00,M1,D00018,3,0,4:00,9.98,7.9956,1.7667,0.603,-0.7282,0.8986,4.5022
M1_D00018_04_30,M1,D00018,3,0,4:30,10.5162,8.3511,1.919,0.6369,-0.7638,0.7313,3.7286
M1_D00018_05_00,M1,D00018,3,0,5:00,10.6163,8.3332,2.2691,0.57,-0.7994,0.8226,3.4822
M1_D00018_05_30,M1,D00018,3,0,5:30,9.8795,7.5338,2.3757,0.1344,-1.3855,0.8375,3.3063
M1_D00018_06_00,M1,D00018,3,0,6:00,11.3534,8.014,2.7411,0.436,-1.5277,0.8681,3.9389999999999996
M1_D00018_06_30,M1,D00018,3,0,6:30,12.7598,9.3638,3.2289,0.7039,-1.0657,0.9599,4.8895
M1_D00018_07_00,M1,D00018,3,0,7:00,13.4631,10.3233,3.2286,1.3734,-0.3903,1.0058,4.8193
M1_D00018_07_30,M1,D00018,3,0,7:30,12.7262,9.7904,3.2748,1.3401,0.0004,1.0057,4.9598
M1_D00018_08_00,M1,D00018,3,0,8:00,10.6501,7.6049,3.3359,1.1394,-0.7284,1.2344,4.8191
M1_D00018_08_30,M1,D00018,3,0,8:30,9.0094,6.1834,3.0464,0.3019,-1.1896,1.0818,4.7488
